account_name,taxonomy_account_name,account_code,values
เงินสดและรายการเทียบเท่าเงินสด,เงินสดและรายการเทียบเท่าเงินสด,110100,"['4,492', '229']"
ลูกหนี้หมุนเวียนอื่น,ลูกหนี้หมุนเวียนอื่น,112040,"['713', '108']"
ดอกเบี้ยค้างรับบริษัทที่เกี่ยวข้องกัน,ดอกเบี้ยค้างรับบริษัทที่เกี่ยวข้องกัน,112320,"['-', '550']"
เงินให้กู้ยืมแก่บริษัทอื่นที่ผิดนัดชำระหนี้หมุนเวียน-สุทธิ,เงินให้กู้ยืมแก่บริษัทอื่นที่ผิดนัดชำระหนี้หมุนเวียน-สุทธิ,112310,"['304,474', '304,474']"
เงินให้กู้ยืมระยะสั้นแก่บริษัทที่เกี่ยวข้องกัน,เงินให้กู้ยืมระยะสั้นแก่บริษัทที่เกี่ยวข้องกัน,112320,"['-', '211,558']"
อสังหาริมทรัพย์พัฒนาเพื่อขาย,อสังหาริมทรัพย์พัฒนาเพื่อขาย,112900,"['349,862', '-']"
สินทรัพย์ภาษีเงินได้ของงวดปัจจุบัน,สินทรัพย์หมุนเวียนอื่น - อื่น ๆ,119990,"['41', '-']"
สินทรัพย์ทางการเงินหมุนเวียนอื่น,สินทรัพย์ทางการเงินหมุนเวียนอื่น,113190,"['33,847', '-']"
รวมสินทรัพย์หมุนเวียน,รวมสินทรัพย์หมุนเวียน,119999,"['693,429', '516,919']"
สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น,สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น,123190,"['72,661', '72,661']"
เงินลงทุนในบริษัทย่อย-สุทธิ,เงินลงทุนในบริษัทย่อย-สุทธิ,122710,"['-', '912,233']"
ลูกหนี้จากการรับซื้อสิทธิเรียกร้องไม่หมุนเวียน-สุทธิ,ลูกหนี้จากการรับซื้อสิทธิเรียกร้องไม่หมุนเวียน-สุทธิ,122040,"['2,684', '-']"
เงินให้กู้ยืมแก่บริษัทอื่นที่ผิดนัดชำระหนี้ไม่หมุนเวียน-สุทธิ,เงินให้กู้ยืมแก่บริษัทอื่นที่ผิดนัดชำระหนี้ไม่หมุนเวียน-สุทธิ,122410,"['1,037,438', '908,801']"
อสังหาริมทรัพย์เพื่อการลงทุน,อสังหาริมทรัพย์เพื่อการลงทุน,123700,"['741,253', '535,143']"
ส่วนปรับปรุงอาคารเช่าและอุปกรณ์,ส่วนปรับปรุงอาคารเช่าและอุปกรณ์,123800,"['6,152', '2,452']"
สินทรัพย์สิทธิการใช้,สินทรัพย์สิทธิการใช้,123900,"['1,419', '1,419']"
สินทรัพย์ไม่มีตัวตนอื่นนอกจากค่าความนิยม,สินทรัพย์ไม่มีตัวตนอื่นนอกจากค่าความนิยม,124190,"['11', '11']"
สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,124400,"['61,349', '39,573']"
สินทรัพย์ไม่หมุนเวียนอื่น,สินทรัพย์ไม่หมุนเวียนอื่น,129990,"['2,613', '400']"
รวมสินทรัพย์ไม่หมุนเวียน,รวมสินทรัพย์ไม่หมุนเวียน,129999,"['1,925,580', '2,472,693']"
รวมสินทรัพย์,รวมสินทรัพย์,109999,"['2,619,009', '2,989,612']"
ดอกเบี้ยหุ้นกู้ค้างจ่ายบุคคลและบริษัทอื่น,ดอกเบี้ยหุ้นกู้ค้างจ่ายบุคคลและบริษัทอื่น,212500,"['688,551', '688,551']"
ดอกเบี้ยหุ้นกู้ค้างจ่ายบริษัทที่เกี่ยวข้องกัน,ดอกเบี้ยหุ้นกู้ค้างจ่ายบริษัทที่เกี่ยวข้องกัน,212500,"['233,025', '233,025']"
เจ้าหนี้หมุนเวียนอื่น,เจ้าหนี้หมุนเวียนอื่น,211160,"['43,978', '23,318']"
ส่วนของหนี้สินตามสัญญาเช่าที่ถึงกำหนดชำระภายในหนึ่งปี,ส่วนของหนี้สินตามสัญญาเช่าที่ถึงกำหนดชำระภายในหนึ่งปี,212400,"['1,003', '724']"
หุ้นกู้บุคคลอื่นและบริษัทที่เกี่ยวข้องกัน,หุ้นกู้บุคคลอื่นและบริษัทที่เกี่ยวข้องกัน,211830,"['1,367,575', '1,551,377']"
เงินกู้ยืมระยะสั้นจากบริษัทที่เกี่ยวข้องกัน,เงินกู้ยืมระยะสั้นจากบริษัทที่เกี่ยวข้องกัน,211720,"['-', '148,060']"
รวมหนี้สินหมุนเวียน,รวมหนี้สินหมุนเวียน,219999,"['2,334,132', '2,645,055']"
หนี้สินตามสัญญาเช่า-สุทธิ,หนี้สินตามสัญญาเช่า-สุทธิ,222400,"['1,416', '961']"
ประมาณการหนี้สินไม่หมุนเวียนสำหรับผลประโยชน์พนักงาน,ประมาณการหนี้สินไม่หมุนเวียนสำหรับผลประโยชน์พนักงาน,222700,"['4,273', '3,978']"
รวมหนี้สินไม่หมุนเวียน,รวมหนี้สินไม่หมุนเวียน,229999,"['5,689', '4,939']"
รวมหนี้สิน,รวมหนี้สิน,209999,"['2,339,821', '2,649,994']"
หุ้นสามัญ{{number}}หุ้นมูลค่าหุ้นละ{{number}}บาท,หุ้นสามัญ{{number}}หุ้นมูลค่าหุ้นละ{{number}}บาท,310120,"['203,206', '203,206']"
หุ้นสามัญ{{number}}หุ้นมูลค่าหุ้นละ{{number}}บาท,หุ้นสามัญ{{number}}หุ้นมูลค่าหุ้นละ{{number}}บาท,310220,"['203,206', '203,206']"
ส่วนเกินมูลค่าหุ้นสามัญ,ส่วนเกินมูลค่าหุ้นสามัญ,310420,"['461,111', '461,111']"
สำรองตามกฎหมาย,สำรองตามกฎหมาย,310611,"['19,534', '19,534']"
ยังไม่ได้จัดสรร,ยังไม่ได้จัดสรร,310620,"['(365,934)', '(305,504)']"
องค์ประกอบอื่นของส่วนของผู้ถือหุ้น,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น,319990,"['(38,729)', '(38,729)']"
รวมส่วนของผู้ถือหุ้น,รวมส่วนของผู้ถือหุ้น,309998,"['279,188', '339,618']"
รวมหนี้สินและส่วนของผู้ถือหุ้น,รวมหนี้สินและส่วนของผู้ถือหุ้น,309999,"['2,619,009', '2,989,612']"
รายได้ดอกเบี้ย,รายได้ดอกเบี้ย,410108,"['1', '157']"
รายได้จากการขาย,รายได้จากการขาย,410102,"['39,454', '-']"
ค่าใช้จ่ายดอกเบี้ย,ค่าใช้จ่ายดอกเบี้ย,429900,"['(56,162)', '(56,138)']"
ต้นทุนขาย,ต้นทุนขาย,420410,"['(28,992)', '-']"
รายได้เงินปันผล,รายได้เงินปันผล,410202,"['1,977', '1,977']"
รายได้อื่น,รายได้อื่น,410200,"['1,501', '709']"
ค่าใช้จ่ายในการบริหาร,ค่าใช้จ่ายในการบริหาร,422120,"['(21,510)', '(15,195)']"
ต้นทุนทางการเงิน,ต้นทุนทางการเงิน,429900,"['(87)', '(81)']"
รายได้(ค่าใช้จ่าย)ภาษีเงินได้,รายได้(ค่าใช้จ่าย)ภาษีเงินได้,439800,"['96', '23']"
ขาดทุนสำหรับงวด,ขาดทุนสำหรับงวด,409991,"['(63,722)', '(68,548)']"
ขาดทุนเบ็ดเสร็จรวมสำหรับงวด,ขาดทุนเบ็ดเสร็จรวมสำหรับงวด,409999,"['(63,722)', '(68,548)']"
ขาดทุนต่อหุ้นขั้นพื้นฐาน(หน่วย:บาท),ขาดทุนต่อหุ้นขั้นพื้นฐาน(หน่วย:บาท),480100,"['(0.157)', '(0.169)']"
รายได้ดอกเบี้ย,รายได้ดอกเบี้ย,410108,"['1', '311']"
รายได้จากการขาย,รายได้จากการขาย,410102,"['39,454', '-']"
ค่าใช้จ่ายดอกเบี้ย,ค่าใช้จ่ายดอกเบี้ย,429900,"['(114,437)', '(114,328)']"
ต้นทุนขาย,ต้นทุนขาย,420410,"['(28,992)', '-']"
รายได้เงินปันผล,รายได้เงินปันผล,410202,"['1,977', '1,977']"
กำไรจากการวัดมูลค่ายุติธรรมของอสังหาริมทรัพย์เพื่อการลงทุน,กำไรจากการวัดมูลค่ายุติธรรมของอสังหาริมทรัพย์เพื่อการลงทุน,439750,"['7,973', '-']"
รายได้อื่น,รายได้อื่น,410200,"['4,060', '2,099']"
ค่าใช้จ่ายในการบริหาร,ค่าใช้จ่ายในการบริหาร,422120,"['(39,490)', '(27,050)']"
เงินให้กู้ยืมแก่บริษัทอื่น,ค่าใช้จ่ายอื่น,429800,"['(4,627)', '(3,406)']"
ต้นทุนทางการเงิน,ต้นทุนทางการเงิน,429900,"['(198)', '(186)']"
รายได้ภาษีเงินได้,รายได้ภาษีเงินได้,439800,"['995', '733']"
