account_name,taxonomy_account_name,account_code,parent_account_code,values
เงินสดและรายการเทียบเท่าเงินสด,เงินสดและรายการเทียบเท่าเงินสด,110100,119999,"['5,256,461', '237,185']"
สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยวิธีราคาทุนตัดจำหน่าย,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยวิธีราคาทุนตัดจำหน่าย,111630,111600,"['530', '-']"
ส่วนของเงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับที่ถึงกำหนดชำระภายในหนึ่งปี-สุทธิ,ส่วนของเงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับที่ถึงกำหนดชำระภายในหนึ่งปี-สุทธิ,112050,112000,"['61,243,019', '-']"
เงินให้กู้ยืมระยะสั้นแก่กิจการที่เกี่ยวข้องกันและดอกเบี้ยค้างรับ,เงินให้กู้ยืมระยะสั้นแก่กิจการที่เกี่ยวข้องกันและดอกเบี้ยค้างรับ,112320,112300,"['-', '50,730,996']"
ที่ถึงกำหนดชำระภายในหนึ่งปี,ที่ถึงกำหนดชำระภายในหนึ่งปี,112420,112400,"['-', '3,570,000']"
ดอกเบี้ยค้างรับจากเงินให้กู้ยืมระยะยาวแก่กิจการที่เกี่ยวข้องกัน,ดอกเบี้ยค้างรับจากเงินให้กู้ยืมระยะยาวแก่กิจการที่เกี่ยวข้องกัน,112420,112400,"['-', '15,212']"
ลูกหนี้อื่น,ลูกหนี้อื่น,113130,113100,"['3,197,288', '21,396']"
ทรัพย์สินรอการขาย-สุทธิ,ทรัพย์สินรอการขาย-สุทธิ,113500,119999,"['1,909,898', '-']"
สินทรัพย์หมุนเวียนอื่น,สินทรัพย์หมุนเวียนอื่น,119990,119900,"['214,215', '1,701']"
รวมสินทรัพย์หมุนเวียน,รวมสินทรัพย์หมุนเวียน,119999,109999,"['71,821,411', '54,576,490']"
ผ่านกำไรหรือขาดทุน,ผ่านกำไรหรือขาดทุน,121600,129999,"['25,503', '6,004']"
ผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,ผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,121620,121600,"['35,204', '-']"
เงินลงทุนในบริษัทย่อย-สุทธิ,เงินลงทุนในบริษัทย่อย-สุทธิ,122710,122700,"['-', '14,484,017']"
เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับ-สุทธิ,เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับ-สุทธิ,122050,122000,"['38,502,858', '-']"
ที่ดินอาคารและอุปกรณ์-สุทธิ,ที่ดินอาคารและอุปกรณ์-สุทธิ,123800,129999,"['755,687', '19,549']"
สินทรัพย์สิทธิการใช้-สุทธิ,สินทรัพย์สิทธิการใช้-สุทธิ,123900,129999,"['1,373,265', '20,763']"
สินทรัพย์ไม่มีตัวตน-สุทธิ,สินทรัพย์ไม่มีตัวตน-สุทธิ,124190,124100,"['1,210,002', '1,272']"
สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,124400,129999,"['289,387', '-']"
สินทรัพย์ไม่หมุนเวียนอื่น,สินทรัพย์ไม่หมุนเวียนอื่น,129990,129900,"['274,952', '3,286']"
รวมสินทรัพย์ไม่หมุนเวียน,รวมสินทรัพย์ไม่หมุนเวียน,129999,109999,"['42,466,858', '14,534,891']"
รวมสินทรัพย์,รวมสินทรัพย์,109999,,"['114,288,269', '69,111,381']"
เงินกู้ยืมระยะสั้นจากบุคคลที่เกี่ยวข้องกัน,เงินกู้ยืมระยะสั้นจากบุคคลที่เกี่ยวข้องกัน,211720,211700,"['40,000', '-']"
เงินกู้ยืมระยะสั้นจากสถาบันการเงิน,เงินกู้ยืมระยะสั้นจากสถาบันการเงิน,210500,219999,"['10,487,577', '9,767,664']"
ส่วนของเงินกู้ยืมระยะยาวจากสถาบันการเงินที่ถึงกำหนดชำระภายในหนึ่งปี,ส่วนของเงินกู้ยืมระยะยาวจากสถาบันการเงินที่ถึงกำหนดชำระภายในหนึ่งปี,211860,211800,"['10,749,139', '1,790,268']"
หนี้สินตามสัญญาเช่าส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,หนี้สินตามสัญญาเช่าส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,212400,219999,"['694,023', '1,421']"
เจ้าหนี้อื่น,เจ้าหนี้อื่น,211160,211100,"['1,786,974', '267,152']"
ส่วนของหุ้นกู้ไม่ด้อยสิทธิที่ถึงกำหนดชำระภายในหนึ่งปี,ส่วนของหุ้นกู้ไม่ด้อยสิทธิที่ถึงกำหนดชำระภายในหนึ่งปี,211830,211800,"['17,875,521', '16,207,908']"
