account_name,taxonomy_account_name,account_code,parent_account_code,values
อสังหาริมทรัพย์ตามมูลค่ายุติธรรม,อสังหาริมทรัพย์ตามมูลค่ายุติธรรม,100500,109999,"['49,774,824']"
เงินสดและรายการเทียบเท่าเงินสด,เงินสดและรายการเทียบเท่าเงินสด,100100,109999,"['244,238']"
ลูกหนี้ค่าเช่าและบริการ,ลูกหนี้ค่าเช่าและบริการ,102080,102000,"['160,215']"
ดอกเบี้ยค้างรับ,ดอกเบี้ยค้างรับ,102072,102070,['31']
ลูกหนี้อื่น,ลูกหนี้อื่น,102090,102000,"['1,879']"
สินทรัพย์อื่น,สินทรัพย์อื่น,109990,109900,"['118,643']"
รวมสินทรัพย์,รวมสินทรัพย์,109999,299999,"['50,299,830']"
เงินกู้ยืมระยะสั้น,เงินกู้ยืมระยะสั้น,201700,209999,"['1,328,000']"
ค่าใช้จ่ายค้างจ่าย,ค่าใช้จ่ายค้างจ่าย,202500,209999,"['145,551']"
ดอกเบี้ยค้างจ่าย,ดอกเบี้ยค้างจ่าย,202500,209999,"['47,200']"
ภาษีหักณที่จ่ายค้างจ่าย,ภาษีหักณที่จ่ายค้างจ่าย,204010,204000,"['33,661']"
เงินมัดจำรับค่าเช่าและบริการ,เงินมัดจำรับค่าเช่าและบริการ,202210,202200,"['1,302,885']"
หนี้สินตามสัญญาเช่า,หนี้สินตามสัญญาเช่า,202400,209999,"['170,714']"
หุ้นกู้,หุ้นกู้,201830,201800,"['11,399,832']"
หนี้สินอื่น,หนี้สินอื่น,209900,209999,"['48,823']"
รวมหนี้สิน,รวมหนี้สิน,209999,299999,"['14,476,666']"
ทุนที่ได้รับจากผู้ถือหน่วยทรัสต์,ทุนที่ได้รับจากผู้ถือหน่วยทรัสต์,310200,309998,"['33,196,674']"
กำไรสะสม,กำไรสะสม,310600,309998,"['2,626,490']"
สินทรัพย์สุทธิ,สินทรัพย์สุทธิ,309998,,"['35,823,164']"
สินทรัพย์สุทธิต่อหน่วย(บาท),สินทรัพย์สุทธิต่อหน่วย(บาท),330101,,['10.9104']
