account_name,taxonomy_account_name,account_code,parent_account_code,values
เงินสด,เงินสด,100100,109999,"['791,393', '9']"
รายการระหว่างธนาคารและตลาดเงินสุทธิ,รายการระหว่างธนาคารและตลาดเงินสุทธิ,100200,109999,"['14,183,871', '58,250']"
สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,100690,100600,"['41,371', '-']"
สินทรัพย์อนุพันธ์,สินทรัพย์อนุพันธ์,103000,109999,"['1,427,788', '-']"
เงินลงทุนสุทธิ,เงินลงทุนสุทธิ,101600,109999,"['47,935,389', '3,155,737']"
เงินลงทุนในบริษัทย่อยสุทธิ,เงินลงทุนในบริษัทย่อยสุทธิ,102710,102700,"['-', '32,916,116']"
เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับสุทธิ,เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับสุทธิ,102000,109999,"['230,397,019', '-']"
อสังหาริมทรัพย์เพื่อการลงทุนสุทธิ,อสังหาริมทรัพย์เพื่อการลงทุนสุทธิ,103700,109999,"['-', '36,258']"
ทรัพย์สินรอการขายสุทธิ,ทรัพย์สินรอการขายสุทธิ,103500,109999,"['8,190,043', '-']"
ที่ดินอาคารและอุปกรณ์สุทธิ,ที่ดินอาคารและอุปกรณ์สุทธิ,103800,109999,"['453,013', '3,500']"
สินทรัพย์สิทธิการใช้สุทธิ,สินทรัพย์สิทธิการใช้สุทธิ,103900,109999,"['600,946', '6,269']"
สินทรัพย์ไม่มีตัวตนสุทธิ,สินทรัพย์ไม่มีตัวตนสุทธิ,104000,109999,"['487,181', '1,899']"
สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,104400,109999,"['2,061,398', '-']"
ดอกเบี้ยค้างรับจากเงินลงทุน,ดอกเบี้ยค้างรับจากเงินลงทุน,109900,109999,"['106,215', '-']"
ลูกหนี้สำนักหักบัญชี,ลูกหนี้สำนักหักบัญชี,100800,109999,"['35,882', '-']"
ลูกหนี้ซื้อขายหลักทรัพย์ด้วยเงินสด,ลูกหนี้ซื้อขายหลักทรัพย์ด้วยเงินสด,100800,109999,"['122,352', '-']"
สินทรัพย์อื่นสุทธิ,สินทรัพย์อื่นสุทธิ,109900,109999,"['1,076,667', '101,031']"
รวมสินทรัพย์,รวมสินทรัพย์,109999,,"['307,910,528', '36,279,069']"
เงินรับฝาก,เงินรับฝาก,200100,209999,"['244,761,497', '-']"
รายการระหว่างธนาคารและตลาดเงิน,รายการระหว่างธนาคารและตลาดเงิน,200200,209999,"['9,905,643', '1,758,000']"
หนี้สินจ่ายคืนเมื่อทวงถาม,หนี้สินจ่ายคืนเมื่อทวงถาม,200300,209999,"['873,789', '-']"
หนี้สินอนุพันธ์,หนี้สินอนุพันธ์,202100,209999,"['674,583', '-']"
ตราสารหนี้ที่ออกและเงินกู้ยืม,ตราสารหนี้ที่ออกและเงินกู้ยืม,202090,202000,"['10,156,345', '3,186,686']"
ดอกเบี้ยค้างจ่าย,ดอกเบี้ยค้างจ่าย,209900,209999,"['1,058,672', '144']"
ค่าใช้จ่ายค้างจ่าย,ค่าใช้จ่ายค้างจ่าย,209900,209999,"['832,822', '25,410']"
