form_no,set_code,dm_code,running_number,reference_no,indent,item_in_taxonomy,item_in_taxonomy_en,parent_code,parent_code_operation,formating,data_type,symbol,financial_statement_type,fs_category,description_th,description_en,opposite_code_short,mandatory_mapping,zone_code,warning_mapping_msg_th,warning_mapping_msg_en,meaning_of_taxonomy,historical_name
F6,121630,27,64,63,1,เงินลงทุนในตราสารหนี้ที่วัดมูลค่าด้วยราคาทุนตัดจำหน่าย - สุทธิ,Investment In Debt Instruments Measured At Amortised Cost - Net,121600,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,เฉพาะเงินลงทุนในตราสารหนี้ที่บริษัทถือไว้เพื่อรับชำระเงินต้นและดอกเบี้ย ที่ผ่าน SPPI test เท่านั้น,"Only the investments in debt instruments held by the company to collect contractual cash flows arising from principal and interest, and must meet the conditions of SPPI test",,,,,,หมายถึง เงินลงทุนในตราสารหนี้ซึ่งบริษัทคาดว่าจะถือครองเกิน 12 เดือนที่บริษัทถือไว้เพื่อรับชำระกระแสเงินสดจากเงินต้นและดอกเบี้ย (Held to collect) ซึ่งตราสารหนี้ที่บริษัทไปลงทุนดังกล่าวจะต้องผ่านเงื่อนไขการจ่ายชำระด้วยเงินต้นและดอกเบี้ย (Solely payments of principal and interest หรือ SPPI test) คือ เงินสดที่จะได้รับชำระจะต้องมีเพียงองค์ประกอบของเงินต้นและดอกเบี้ยเท่านั้น โดยแสดงมูลค่าสุทธิหลังจากหักค่าเผื่อผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้นของเงินลงทุน ,เงินลงทุนในตราสารหนี้ที่จะถือจนครบกำหนด-สุทธิ หรือ สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยราคาทุนตัดจำหน่าย หรือ สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น หรือ เงินลงทุนระยะยาวในตราสารหนี้ หรือ สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยวิธีราคาทุนตัดจำหน่าย หรือ ราคาทุนตัดจำหน่าย หรือ เงินลงทุนในตราสารหนี้ หรือ วิธีราคาทุนตัดจำหน่าย-ไม่หมุนเวียน หรือ เงินลงทุนในตราสารหนี้ที่วัดมูลค่าด้วยราคาทุนตัดจำหน่าย
F6,121640,29,65,64,1,เงินลงทุนในตราสารทุนที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุน,Investment In Equity Instruments Measured At Fair Value Through Profit Or Loss,121600,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,เฉพาะเงินลงทุนในตราสารทุนที่บริษัทไม่มีอำนาจในการควบคุม และไม่มีอิทธิพลอย่างเป็นสาระสำคัญ และไม่มีอำนาจควบคุมร่วม,Only the investments in equity instruments held by the company that has no control and significant influence and joint control.,,,,,,หมายถึง เงินลงทุนในตราสารทุนซึ่งบริษัทคาดว่าจะถือครองเกิน 12 เดือนที่บริษัทไม่มีอำนาจในการควบคุม และไม่มีอิทธิพลอย่างเป็นสาระสำคัญ และไม่มีอำนาจควบคุมร่วม โดยบริษัทเลือกวัดมูลค่าเงินลงทุนในตราสารทุนดังกล่าวด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุน,สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น หรือ ที่ไม่ใช่บริษัทจดทะเบียน หรือ เงินลงทุนในตราสารทุนที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน หรือ เงินลงทุนในตราสารทุนที่ไม่ใช่หลักทรัพย์จดทะเบียนสุทธิ หรือ สินทรัพย์ทางการเงินไม่หมุนเวียนอื่นเงินลงทุนในกิจการที่เกี่ยวข้องกัน หรือ สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น-เงินลงทุนในตราสารทุน หรือ ยุติธรรมผ่านกำไรหรือขาดทุน หรือ เงินลงทุนในตราสารทุน หรือ เงินลงทุนระยะยาวอื่น หรือ สินทรัพย์ทางการเงินอื่น-เงินลงทุนในตราสารทุน หรือ สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุน หรือ มูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น หรือ ผ่านกำไรหรือขาดทุน-เงินลงทุนในตราสารทุน หรือ ผ่านกำไรหรือขาดทุน หรือ เงินลงทุนระยะยาวในกิจการที่เกี่ยวข้องกัน หรือ มูลค่ายุติธรรมผ่านกำไรหรือขาดทุน หรือ สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน หรือ เงินลงทุนในตราสารทุนที่ไม่อยู่ในความต้องการของตลาด
F6,121650,31,66,65,1,เงินลงทุนในตราสารทุนที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,Investment In Equity Instruments Measured At Fair Value Through Other Comprehensive Income,121600,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,เฉพาะเงินลงทุนในตราสารทุนที่บริษัทไม่มีอำนาจในการควบคุม และไม่มีอิทธิพลอย่างเป็นสาระสำคัญ และไม่มีอำนาจควบคุมร่วม,Only the investments in equity instruments held by the company that has no control and significant influence and joint control.,,,,,,หมายถึง เงินลงทุนในตราสารทุนซึ่งบริษัทคาดว่าจะถือครองเกิน 12 เดือนที่บริษัทไม่มีอำนาจในการควบคุม และไม่มีอิทธิพลอย่างเป็นสาระสำคัญ และไม่มีอำนาจควบคุมร่วม โดยบริษัทเลือกวัดมูลค่าเงินลงทุนในตราสารทุนดังกล่าวด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น หรือ สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น หรือ ยุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น หรือ เงินลงทุนในตราสารทุนซึ่งวัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น หรือ ผ่านกำไรหรือขาดทุนเบ็ดเสร็จอื่น หรือ สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น-เงินลงทุนในตราสารทุน หรือ ผ่านกำไรขาดทุนเบ็ดเสร็จอื่น หรือ เงินลงทุนในสินทรัพย์ทางการเงินระยะยาว หรือ เงินลงทุนในตราสารทุน หรือ เงินลงทุนระยะยาวอื่น หรือ เงินลงทุนในบริษัทที่เกี่ยวข้องกัน หรือ มูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น หรือ เงินลงทุนในตราสารทุนที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น หรือ กำไรขาดทุนเบ็ดเสร็จอื่น หรือ สินทรัพย์ทางการเงินอื่น-เงินลงทุนในตราสารทุน หรือ เงินลงทุนระยะยาว
F6,122600,85,68,66,0,เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า ที่บันทึกโดยวิธีส่วนได้เสีย - สุทธิ,"Investment In Subsidiaries, Associates And Joint Ventures Using The Equity Method - Net",129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,"หมายถึง รายการดังต่อไปนี้
1. เงินลงทุนในบริษัทย่อย หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมในกิจการผู้ถูกลงทุนนั้น
2. เงินลงทุนในบริษัทร่วม หมายถึง เงินลงทุนที่บริษัทมีอิทธิพลอย่างมีนัยสำคัญในกิจการผู้ถูกลงทุนนั้น แต่ไม่ถึงกับมีอำนาจควบคุมหรือมีการควบคุมร่วม
3. เงินลงทุนในการร่วมค้า หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมร่วมในกิจการผู้ถูกลงทุนนั้น  โดยบริษัทมีสิทธิในสินทรัพย์สุทธิของการร่วมการงานนั้น

ทั้งนี้ เฉพาะส่วนของเงินลงทุนที่บันทึกด้วยวิธีส่วนได้เสีย (Equity method) สุทธิจากค่าเผื่อการด้อยค่าเท่านั้น

เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า ที่บันทึกโดยวิธีส่วนได้เสีย - สุทธิ เป็นรายการสุทธิของเลขอ้างอิงที่ 67 ถึง 69",เงินลงทุนในบริษัทย่อย หรือ เงินลงทุนที่รับรู้ตามวิธีส่วนได้เสียสุทธิ หรือ เงินลงทุนในการร่วมค้า หรือ เงินลงทุนในบริษัทร่วม หรือ เงินลงทุนในบริษัทร่วมและส่วนได้เสียในการร่วมค้า หรือ เงินลงทุนที่รับรู้ตามวิธีส่วนได้เสีย หรือ เงินลงทุนในบริษัทร่วมและการร่วมค้าซึ่งบันทึกโดยวิธีส่วนได้เสีย หรือ เงินลงทุนในบริษัทย่อยและบริษัทร่วม หรือ เงินลงทุนในการร่วมค้าและบริษัทร่วม หรือ เงินลงทุนในบริษัทย่อยบริษัทร่วมและกิจการร่วมค้า หรือ เงินลงทุนในบริษัทร่วมและการร่วมค้าที่รับรู้ตามวิธีส่วนได้เสีย หรือ เงินลงทุนในบริษัทที่เกี่ยวข้องกัน หรือ และกิจการร่วมค้า หรือ เงินลงทุนในบริษัทย่อยการร่วมค้าและบริษัทร่วม หรือ เงินลงทุนในการร่วมค้าบริษัทร่วมและบริษัทย่อย หรือ เงินลงทุนในบริษัทร่วมและการร่วมค้า
F6,122610,87,69,67,1,เงินลงทุนในบริษัทย่อย,Investment In Subsidiaries,122600,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมในกิจการผู้ถูกลงทุนนั้น ที่บันทึกด้วยวิธีส่วนได้เสีย (Equity method) สุทธิจากค่าเผื่อการด้อยค่า,เงินลงทุนในบริษัทย่อยซึ่งบันทึกโดยวิธีส่วนได้เสีย หรือ เงินลงทุนในบริษัทย่อยสุทธิ
F6,122620,89,70,68,1,เงินลงทุนในบริษัทร่วม,Investment In Associates,122600,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง เงินลงทุนที่บริษัทมีอิทธิพลอย่างมีนัยสำคัญในกิจการผู้ถูกลงทุนนั้น แต่ไม่ถึงกับมีอำนาจควบคุมหรือมีการควบคุมร่วม ที่บันทึกด้วยวิธีส่วนได้เสีย (Equity method) สุทธิจากค่าเผื่อการด้อยค่า,เงินลงทุนในบริษัทร่วมที่ถือหุ้นโดยบริษัทย่อย หรือ เงินลงทุนในการร่วมค้า หรือ เงินลงทุนในบริษัทร่วม-สุทธิ หรือ เงินลงทุนในบริษัทร่วม(รวมค่าความนิยม) หรือ เงินลงทุนในบริษัทย่อยและบริษัทร่วม หรือ เงินลงทุนในบริษัทร่วม(สุทธิ) หรือ เงินลงทุนในบริษัทร่วมสุทธิ หรือ เงินลงทุนในบริษัทร่วมและ/หรือกิจการร่วมค้าซึ่งบันทึกโดยวิธีส่วนได้เสีย หรือ เงินลงทุนในบริษัทย่อยการร่วมค้าและบริษัทร่วม หรือ -บริษัทร่วม หรือ เงินลงทุนในบริษัทร่วมและการร่วมค้า
F6,122630,91,71,69,1,เงินลงทุนในการร่วมค้า,Investment In Joint Ventures,122600,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมร่วมในกิจการผู้ถูกลงทุนนั้น โดยบริษัทมีสิทธิในสินทรัพย์สุทธิของการร่วมการงานนั้น ที่บันทึกด้วยวิธีส่วนได้เสีย (Equity method) สุทธิจากค่าเผื่อการด้อยค่า,เงินลงทุนในบริษัทร่วม หรือ ส่วนได้เสียในการร่วมค้า หรือ เงินลงทุนในกิจการร่วมค้า-สุทธิ หรือ ส่วนได้เสียในการร่วมค้าสุทธิ หรือ เงินลงทุนในการร่วมค้าสุทธิ หรือ เงินลงทุนในการร่วมค้าที่บันทึกโดยวิธีส่วนได้เสีย หรือ เงินลงทุนในการร่วมค้า-สุทธิ หรือ เงินลงทุนในการร่วมค้า(รวมค่าความนิยม) หรือ เงินลงทุนในการร่วมค้า(สุทธิ) หรือ เงินจ่ายล่วงหน้าค่าเพิ่มทุนในการร่วมค้า หรือ เงินลงทุนในบริษัทร่วมค้า หรือ เงินลงทุนในการร่วมค้าและบริษัทร่วม หรือ เงินลงทุนในการดำเนินการร่วมกัน หรือ เงินลงทุนในส่วนได้เสียในกิจการร่วมค้า หรือ เงินลงทุนในกิจการร่วมค้า(สุทธิ) หรือ เงินลงทุนในกิจการร่วมค้า หรือ เงินลงทุนในการร่วมค้าซึ่งบันทึกโดยวิธีส่วนได้เสีย หรือ เงินลงทุนในบริษัทร่วมและการร่วมค้า
F6,122700,93,72,70,0,เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า ที่บันทึกด้วยวิธีอื่น - สุทธิ,"Investment In Subsidiaries, Associates And Joint Ventures Using Other Methods - Net",129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,เฉพาะส่วนของเงินลงทุนที่บันทึกบัญชีด้วยวิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรมเท่านั้น,"Only the investments measured at cost , net from the allowance for impairment and/or at fair value .",,,,งบการเงินรวมและงบการเงินที่จัดทำขึ้นตามวิธีส่วนได้เสียไม่ควรมีค่า,Should have no value in Consolidated and EQ method financial statements.,"หมายถึง รายการดังต่อไปนี้
1. เงินลงทุนในบริษัทย่อย หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมในกิจการผู้ถูกลงทุนนั้น
2. เงินลงทุนในบริษัทร่วม หมายถึง เงินลงทุนที่บริษัทมีอิทธิพลอย่างมีนัยสำคัญในกิจการผู้ถูกลงทุนนั้น แต่ไม่ถึงกับมีอำนาจควบคุมหรือมีการควบคุมร่วม
3. เงินลงทุนในการร่วมค้า หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมร่วมในกิจการผู้ถูกลงทุนนั้น โดยบริษัทมีสิทธิในสินทรัพย์สุทธิของการร่วมการงานนั้น

ทั้งนี้ เฉพาะส่วนของเงินลงทุนที่บันทึกบัญชีด้วยวิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรมเท่านั้น

เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า อื่น ๆ - สุทธิ เป็นรายการสุทธิของเลขอ้างอิงที่ 71 ถึง 73",เงินลงทุนในบริษัทย่อย หรือ เงินลงทุนในบริษัทย่อยสุทธิ หรือ เงินลงทุนบริษัทย่อย-สุทธิ หรือ เงินลงทุนในบริษัทย่อยและบริษัทร่วม หรือ ต้นทุนการซื้อธุรกิจที่ยังไม่ได้ปันส่วน หรือ เงินลงทุนในบริษัทย่อยและบริษัทร่วม-สุทธิ หรือ เงินลงทุนในบริษัทย่อย-สุทธิ หรือ เงินลงทุนในบริษัทย่อยและบริษัทร่วมตามวิธีราคาทุน หรือ เงินลงทุนในบริษัทย่อยบริษัทร่วมและการร่วมค้าตามวิธีราคาทุน
F6,122710,95,73,71,1,เงินลงทุนในบริษัทย่อย,Investment In Subsidiaries,122700,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,งบการเงินรวมและงบการเงินที่จัดทำขึ้นตามวิธีส่วนได้เสียไม่ควรมีค่า,Should have no value in Consolidated and EQ method financial statements.,หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมในกิจการผู้ถูกลงทุนนั้น ที่บันทึกบัญชีด้วยวิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรม,-เงินลงทุนในบริษัทย่อย หรือ -บริษัทย่อย หรือ เงินลงทุนในบริษัทย่อยสุทธิ หรือ เงินลงทุนบริษัทย่อย-สุทธิ หรือ เงินลงทุนในบริษัทย่อยซึ่งบันทึกโดยวิธีราคาทุน หรือ บริษัทย่อย หรือ เงินลงทุนในบริษัทย่อยและกองทุนรวม หรือ เงินลงทุนในบริษัทย่อยซึ่งบันทึกโดยวิธีราคาทุน-สุทธิ หรือ เงินลงทุนในบริษัทย่อยตามวิธีราคาทุน หรือ เงินจ่ายล่วงหน้าค่าเงินลงทุน หรือ เงินลงทุนในบริษัทย่อย-สุทธิ หรือ เงินลงทุนในบริษัทย่อย-ราคาทุน หรือ เงินลงทุนบริษัทย่อย หรือ เงินลงทุนในบริษัทย่อย(สุทธิ)
F6,122720,97,74,72,1,เงินลงทุนในบริษัทร่วม,Investment In Associates,122700,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,งบการเงินรวมและงบการเงินที่จัดทำขึ้นตามวิธีส่วนได้เสียไม่ควรมีค่า,Should have no value in Consolidated and EQ method financial statements.,หมายถึง เงินลงทุนที่บริษัทมีอิทธิพลอย่างมีนัยสำคัญในกิจการผู้ถูกลงทุนนั้น แต่ไม่ถึงกับมีอำนาจควบคุมหรือมีการควบคุมร่วม ที่บันทึกบัญชีด้วยวิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรม,"บริษัทร่วม,กิจการร่วมค้าและ/หรือกิจการที่ควบคุมร่วมกัน หรือ เงินลงทุนในการร่วมค้า หรือ เงินลงทุนในบริษัทย่อยการร่วมค้าและบริษัทร่วม หรือ เงินลงทุนในบริษัทร่วม-สุทธิ"
F6,122730,99,75,73,1,เงินลงทุนในการร่วมค้า,Investment In Joint Ventures,122700,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,งบการเงินรวมและงบการเงินที่จัดทำขึ้นตามวิธีส่วนได้เสียไม่ควรมีค่า,Should have no value in Consolidated and EQ method financial statements.,หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมร่วมในกิจการผู้ถูกลงทุนนั้น โดยบริษัทมีสิทธิในสินทรัพย์สุทธิของการร่วมการงานนั้น ที่บันทึกบัญชีด้วยวิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรม,เงินลงทุนในตราสารทุนที่ไม่ใช่บริษัทจดทะเบียน หรือ เงินลงทุนในกิจการร่วมค้า หรือ เงินลงทุนในบริษัทร่วม
F6,122400,74,76,74,0,เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี,Non-Current Portion Of Long-Term Loan Receivables,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,"หมายถึง เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับเฉพาะส่วนที่มีกำหนดชำระเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน หรือเงินให้กู้ยืมในลักษณะอื่นใดที่บริษัทคาดว่าจะได้รับชำระเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน สุทธิจากค่าเผื่อผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น ที่นอกเหนือจากเลขอ้างอิงที่ 53 54 58 59 และ 60 ที่ได้แยกแสดงตามรายการข้างต้นแล้ว

เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี ประกอบด้วยเลขอ้างอิงที่ 75 ถึง 76",เงินให้สินเชื่อแก่ลูกหนี้ระยะยาว-สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี หรือ จากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี หรือ พอร์ตสินเชื่อรายย่อยระดับจังหวัดภายใต้การกำกับ หรือ เงินให้กู้ยืมระยะยาวแก่บุคคลอื่น หรือ เงินให้กู้ยืมระยะยาวแก่พนักงาน-สุทธิ หรือ เงินให้กู้ยืมระยะยาวแก่กิจการที่เกี่ยวข้องกัน หรือ เงินให้กู้ยืมระยะยาวแก่บริษัทย่อย หรือ ลูกหนี้เงินให้กู้ยืม หรือ เงินให้สินเชื่อแก่ลูกหนี้-สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี หรือ เงินให้กู้ยืมระยะยาว-สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี หรือ เงินให้กู้ยืมแก่พนักงาน หรือ เงินให้สินเชื่อจากการซื้อลูกหนี้ หรือ ดอกเบี้ยค้างรับระยะยาว หรือ เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ-บุคคลและบริษัทอื่น หรือ เงินให้กู้ยืมระยะยาวแก่บริษัทใหญ่ หรือ เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับ-สุทธิ หรือ เงินให้กู้ยืมระยะยาวแก่พนักงาน หรือ เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ หรือ ลูกหนี้เงินให้สินเชื่อ หรือ เงินให้กู้ยืมระยะยาวแก่กิจการที่เกี่ยวข้องกันและกิจการอื่นสุทธิ หรือ ลูกหนี้เงินให้กู้ยืม-สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี หรือ ลูกหนี้เงินให้กู้ยืม-สินเชื่อส่วนบุคคล-สุทธิจากส่วนที่ถึงกำหนดรับคืนภายในหนึ่งปี หรือ เงินให้สินเชื่อจากการซื้อลูกหนี้และดอกเบี้ยค้างรับสุทธิ หรือ เงินให้กู้ยืมระยะยาวแก่บริษัทย่อย-สุทธิจากส่วนที่ถึงกำหนดชำระคืนภายในหนึ่งปี หรือ เงินให้กู้ยืมระยะยาว หรือ -ลูกหนี้ตามสัญญาเช่าซื้อ หรือ เงินให้กู้ยืมระยะยาวแก่กิจการอื่น หรือ ชำระภายในหนึ่งปี หรือ เงินให้กู้สินเชื่อแก่ลูกหนี้ หรือ เงินให้สินเชื่อจากการซื้อลูกหนี้ที่คาดว่าจะได้รับชำระเกินกว่าหนึ่งปี หรือ เงินให้กู้ยืมระยะยาวแก่กิจการอื่นและกิจการที่เกี่ยวข้องกันสุทธิ หรือ -ลูกหนี้เงินให้สินเชื่อส่วนบุคคล หรือ เงินให้สินเชื่อแก่สินทรัพย์ด้อยคุณภาพ หรือ เงินให้สินเชื่อแก่ลูกหนี้
F6,122410,76,77,75,1,บุคคลหรือกิจการอื่น,Other Parties,122400,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับส่วนที่ถึงกำหนดชำระเกินกว่า 12 เดือน แก่บุคคลหรือกิจการที่ไม่มีความเกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน),-สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี หรือ เงินให้กู้ยืมระยะยาวแก่บุคคลอื่น หรือ เงินให้กู้ยืมระยะยาวแก่กิจการที่ไม่เกี่ยวข้องกัน หรือ เงินให้กู้ยืมแก่พนักงาน-สุทธิ หรือ ลูกหนี้เงินให้กู้ยืม หรือ เงินให้กู้ยืมระยะยาวแก่บริษัทอื่น-สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี หรือ เงินให้กู้ยืมแก่บริษัทอื่น-สุทธิ หรือ เงินให้กู้ยืมและดอกเบี้ยค้างรับ หรือ ภายในหนึ่งปี หรือ -กิจการอื่น หรือ เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ-บุคคลและบริษัทอื่น หรือ เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับ-สุทธิ หรือ เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ หรือ เงินให้กู้ยืมระยะยาวและเงินทดรองแก่กิจการที่เกี่ยวข้องกัน หรือ เงินให้สินเชื่อจากการซื้อลูกหนี้ด้อยคุณภาพและดอกเบี้ยค้างรับ หรือ เงินให้กู้ระยะยาวแก่กิจการอื่น หรือ -สุทธิจากส่วนที่ถึงกำหนดรับคืนภายในหนึ่งปี หรือ เงินให้กู้ยืมระยะยาวแก่กิจการที่เกี่ยวข้องกันและกิจการอื่นสุทธิ หรือ เงินให้กู้ยืมระยะยาวแก่บริษัทอื่น หรือ เงินให้สินเชื่อจากการซื้อลูกหนี้และดอกเบี้ยค้างรับสุทธิ หรือ เงินให้กู้ยืมระยะยาว หรือ เงินให้กู้ยืมระยะยาวแก่กิจการที่ไม่เกี่ยวข้องกัน-สุทธิจากส่วนที่ถึงกำหนดรับชำระภายในหนึ่งปี หรือ เงินให้กู้ยืมระยะยาวแก่กิจการอื่น หรือ เงินให้กู้ยืมระยะยาวแก่บุคคลหรือกิจการอื่น หรือ เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับแก่กิจการอื่น หรือ ถึงกำหนดชำระภายในหนึ่งปี หรือ เงินให้กู้ยืมแก่ผู้รับเหมา หรือ เงินให้กู้ยืมระยะยาวแก่บุคคลและกิจการอื่น-สุทธิ หรือ เงินให้สินเชื่อแก่ลูกหนี้ หรือ -เงินให้กู้ยืมระยะยาวแก่ชาวไร่ หรือ เงินให้กู้ยืมระยะยาวแก่บริษัทและบุคคลอื่น หรือ เงินให้กู้ยืมระยะยาวแก่บุคคลภายนอก หรือ เงินให้กู้ยืมระยะยาวแก่บุคคลที่ไม่เกี่ยวข้องกัน
