account_name,taxonomy_account_name,account_code,values
เงินสด,เงินสด,100100,"['65,989']"
รายการระหว่างธนาคารและตลาดเงิน-เงินฝากสถาบันการเงิน,รายการระหว่างธนาคารและตลาดเงิน-เงินฝากสถาบันการเงิน,100200,"['4,430,464']"
เงินลงทุนสุทธิ,เงินลงทุนสุทธิ,101600,"['470,685']"
เงินให้สินเชื่อจากการซื้อลูกหนี้และดอกเบี้ยค้างรับสุทธิ,เงินให้สินเชื่อจากการซื้อลูกหนี้และดอกเบี้ยค้างรับสุทธิ,102000,"['74,389,628']"
ลูกหนี้ขายผ่อนชำระและดอกเบี้ยค้างรับสุทธิ,ลูกหนี้ขายผ่อนชำระและดอกเบี้ยค้างรับสุทธิ,102000,"['843,973']"
ทรัพย์สินรอการขายสุทธิ,ทรัพย์สินรอการขายสุทธิ,103500,"['29,197,362']"
ที่ดินอาคารและอุปกรณ์สุทธิ,ที่ดินอาคารและอุปกรณ์สุทธิ,103800,"['1,202,839']"
สินทรัพย์สิทธิการใช้,สินทรัพย์สิทธิการใช้,109900,"['13,929']"
สินทรัพย์ไม่มีตัวตนสุทธิ,สินทรัพย์ไม่มีตัวตนสุทธิ,104000,"['25,877']"
สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,104400,"['5,436,771']"
เงินรอรับจากการขายทอดตลาดสุทธิ,เงินรอรับจากการขายทอดตลาดสุทธิ,104900,"['10,202,592']"
เงินทดรองจ่ายค่าธรรมเนียมในการซื้อทรัพย์และอื่นๆสุทธิ,เงินทดรองจ่ายค่าธรรมเนียมในการซื้อทรัพย์และอื่นๆสุทธิ,109900,"['846,819']"
สินทรัพย์อื่น,สินทรัพย์อื่น,109900,"['144,087']"
รวมสินทรัพย์,รวมสินทรัพย์,109999,"['127,271,015']"
ตราสารหนี้ที่ออกและเงินกู้ยืม,ตราสารหนี้ที่ออกและเงินกู้ยืม,202090,"['83,488,232']"
