account_name,taxonomy_account_name,account_code,parent_account_code,values
เงินสด,เงินสด,100100,109999,"['877,198,836', '876,793,836']"
รายการระหว่างธนาคารและตลาดเงินสุทธิ,รายการระหว่างธนาคารและตลาดเงินสุทธิ,100200,109999,"['15,940,903,733', '15,606,401,896']"
สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,100690,100600,"['28,417,270,866', '28,417,270,866']"
สินทรัพย์ตราสารอนุพันธ์ทางการเงิน,สินทรัพย์ตราสารอนุพันธ์ทางการเงิน,103000,109999,"['82,304,962,255', '82,304,962,255']"
เงินลงทุนสุทธิ,เงินลงทุนสุทธิ,101600,109999,"['88,760,357,649', '88,558,977,450']"
เงินลงทุนในบริษัทย่อยสุทธิ,เงินลงทุนในบริษัทย่อยสุทธิ,102710,102700,"['-', '2,895,420,707']"
เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับสุทธิ,เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับสุทธิ,102000,109999,"['239,420,398,908', '234,121,237,830']"
ทรัพย์สินรอการขายสุทธิ,ทรัพย์สินรอการขายสุทธิ,103500,109999,"['1,342,184,476', '995,850,551']"
ที่ดินอาคารและอุปกรณ์สุทธิ,ที่ดินอาคารและอุปกรณ์สุทธิ,103800,109999,"['3,499,414,019', '3,338,852,801']"
สินทรัพย์สิทธิการใช้สุทธิ,สินทรัพย์สิทธิการใช้สุทธิ,103900,109999,"['168,673,375', '124,647,082']"
สินทรัพย์ไม่มีตัวตนสุทธิ,สินทรัพย์ไม่มีตัวตนสุทธิ,104000,109999,"['1,004,885,693', '971,658,586']"
สินทรัพย์ภาษีเงินได้รอตัดบัญชี,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,104400,109999,"['1,781,575,374', '1,149,686,341']"
เงินวางหลักประกันของตราสารอนุพันธ์,เงินวางหลักประกันของตราสารอนุพันธ์,104600,109999,"['21,451,497,740', '21,451,497,740']"
