account_name,taxonomy_account_name,account_code,values
และณวันที่{{date_twelve}}:{{number}}ล้านบาท),และณวันที่{{date_twelve}}:{{number}}ล้านบาท),100400,"['91,801,479']"
เงินลงทุนในอสังหาริมทรัพย์ตามมูลค่ายุติธรรม(ราคาทุน{{number}}บาท),เงินลงทุนในอสังหาริมทรัพย์ตามมูลค่ายุติธรรม(ราคาทุน{{number}}บาท),100500,"['1,320,100,000']"
เงินฝากสถาบันการเงิน,เงินฝากสถาบันการเงิน,100100,"['8,674,867']"
ลูกหนี้จากการให้เช่าและบริการ,ลูกหนี้จากการให้เช่าและบริการ,102080,"['488,531']"
ค่าใช้จ่ายรอการตัดบัญชี,ค่าใช้จ่ายรอการตัดบัญชี,102100,"['3,987,155']"
ค่าใช้จ่ายจ่ายล่วงหน้า,ค่าใช้จ่ายจ่ายล่วงหน้า,109910,"['1,834,168']"
สินทรัพย์อื่น,สินทรัพย์อื่น,109990,"['927,019']"
รวมสินทรัพย์,รวมสินทรัพย์,109999,"['1,427,813,219']"
ค่าธรรมเนียมผู้จัดการกองทุน,ค่าธรรมเนียมผู้จัดการกองทุน,201140,"['870,135']"
ค่าธรรมเนียมนายทะเบียน,ค่าธรรมเนียมนายทะเบียน,201140,"['124,305']"
ค่าธรรมเนียมผู้บริหารอสังหาริมทรัพย์,ค่าธรรมเนียมผู้บริหารอสังหาริมทรัพย์,201140,"['1,109,068']"
ค่าใช้จ่ายค้างจ่าย,ค่าใช้จ่ายค้างจ่าย,202500,"['1,099,919']"
เงินมัดจำการให้เช่า-บริษัทที่เกี่ยวข้องกัน,เงินมัดจำการให้เช่า-บริษัทที่เกี่ยวข้องกัน,202210,"['2,005,114']"
เงินมัดจำการให้เช่า-บริษัทอื่น,เงินมัดจำการให้เช่า-บริษัทอื่น,202210,"['25,270,450']"
หนี้สินอื่น,หนี้สินอื่น,209900,"['4,869,078']"
รวมหนี้สิน,รวมหนี้สิน,209999,"['35,348,069']"
สินทรัพย์สุทธิ,,,"['1,392,465,150']"
