account_name,taxonomy_account_name,account_code,parent_account_code,values
เงินลงทุนในสัญญาซื้อและโอนสิทธิรายได้สุทธิตามมูลค่ายุติธรรม(ราคาทุน:{{number}}ล้านบาท({{date_three}}:{{number}}ล้านบาท)),เงินลงทุนในสัญญาซื้อและโอนสิทธิรายได้สุทธิตามมูลค่ายุติธรรม(ราคาทุน:{{number}}ล้านบาท({{date_three}}:{{number}}ล้านบาท)),100400,109999,"['37,510,000']"
เงินลงทุนในหลักทรัพย์ตามมูลค่ายุติธรรม(ราคาทุน:{{number}}ล้านบาท({{date_three}}:{{number}}ล้านบาท)),เงินลงทุนในหลักทรัพย์ตามมูลค่ายุติธรรม(ราคาทุน:{{number}}ล้านบาท({{date_three}}:{{number}}ล้านบาท)),100400,109999,"['894,205']"
เงินสดและรายการเทียบเท่าเงินสด,เงินสดและรายการเทียบเท่าเงินสด,100100,109999,"['95,521']"
ลูกหนี้จากสัญญาซื้อและโอนสิทธิรายได้สุทธิ,ลูกหนี้จากสัญญาซื้อและโอนสิทธิรายได้สุทธิ,102099,102000,"['117,344']"
ดอกเบี้ยค้างรับ,ดอกเบี้ยค้างรับ,109990,109900,['12']
สินทรัพย์อื่น,สินทรัพย์อื่น,109990,109900,"['1,868']"
รวมสินทรัพย์,รวมสินทรัพย์,109999,299999,"['38,618,950']"
เจ้าหนี้อื่นและค่าใช้จ่ายค้างจ่าย,เจ้าหนี้อื่นและค่าใช้จ่ายค้างจ่าย,201160,201100,"['9,299']"
หนี้สินอื่น,หนี้สินอื่น,209900,209999,"['1,879']"
รวมหนี้สิน,รวมหนี้สิน,209999,299999,"['11,178']"
ทุนที่ได้รับจากผู้ถือหน่วยลงทุน,ทุนที่ได้รับจากผู้ถือหน่วยลงทุน,310200,309998,"['54,378,260']"
ขาดทุนสะสม,ขาดทุนสะสม,310600,309998,"['(15,770,488)']"
สินทรัพย์สุทธิ,สินทรัพย์สุทธิ,309998,,"['38,607,772']"
สินทรัพย์สุทธิต่อหน่วย(บาท),สินทรัพย์สุทธิต่อหน่วย(บาท),330101,,['6.6703']
จำนวนหน่วยลงทุนที่จำหน่ายแล้วทั้งหมดณวันสิ้นงวด/ปี(พันหน่วย),จำนวนหน่วยลงทุนที่จำหน่ายแล้วทั้งหมดณวันสิ้นงวด/ปี(พันหน่วย),330201,,"['5,788,000']"
รายได้จากเงินลงทุนในสัญญาซื้อและโอนสิทธิรายได้สุทธิ,รายได้จากเงินลงทุนในสัญญาซื้อและโอนสิทธิรายได้สุทธิ,410122,410120,"['860,374']"
ดอกเบี้ยรับ,ดอกเบี้ยรับ,410108,410120,['959']
ค่าธรรมเนียมการจัดการ,ค่าธรรมเนียมการจัดการ,421300,429999,"['7,848']"
ค่าธรรมเนียมผู้ดูแลผลประโยชน์,ค่าธรรมเนียมผู้ดูแลผลประโยชน์,421400,429999,"['2,093']"
ค่าธรรมเนียมนายทะเบียน,ค่าธรรมเนียมนายทะเบียน,421600,429999,"['1,079']"
ค่าธรรมเนียมวิชาชีพ,ค่าธรรมเนียมวิชาชีพ,421520,421500,"['1,084']"
ค่าใช้จ่ายภาษีจากการลงทุน,ค่าใช้จ่ายภาษีจากการลงทุน,422120,422100,['7']
ค่าใช้จ่ายอื่น,ค่าใช้จ่ายอื่น,429800,429999,"['1,441']"
รวมค่าใช้จ่าย,รวมค่าใช้จ่าย,429999,409993,"['13,552']"
กำไร(ขาดทุน)จากการลงทุนสุทธิ,กำไร(ขาดทุน)จากการลงทุนสุทธิ,409993,409996,"['847,781']"
รายการกำไร(ขาดทุน)สุทธิจากการเปลี่ยนแปลงในมูลค่ายุติธรรมของเงินลงทุน,รายการกำไร(ขาดทุน)สุทธิจากการเปลี่ยนแปลงในมูลค่ายุติธรรมของเงินลงทุน,439702,439700,"['(459,981)']"
การเปลี่ยนแปลงสินทรัพย์สุทธิจากการดำเนินงาน,การเปลี่ยนแปลงสินทรัพย์สุทธิจากการดำเนินงาน,409999,,"['387,800']"
รายได้จากเงินลงทุนในสัญญาซื้อและโอนสิทธิรายได้สุทธิ,รายได้จากเงินลงทุนในสัญญาซื้อและโอนสิทธิรายได้สุทธิ,410122,410120,"['1,442,323']"
ดอกเบี้ยรับ,ดอกเบี้ยรับ,410108,410120,"['1,644']"
รวมรายได้,รวมรายได้,419999,409993,"['1,443,967']"
ค่าธรรมเนียมการจัดการ,ค่าธรรมเนียมการจัดการ,421300,429999,"['15,717']"
ค่าธรรมเนียมผู้ดูแลผลประโยชน์,ค่าธรรมเนียมผู้ดูแลผลประโยชน์,421400,429999,"['4,191']"
ค่าธรรมเนียมนายทะเบียน,ค่าธรรมเนียมนายทะเบียน,421600,429999,"['2,146']"
ค่าธรรมเนียมวิชาชีพ,ค่าธรรมเนียมวิชาชีพ,421520,421500,"['5,177']"
ค่าใช้จ่ายภาษีจากการลงทุน,ค่าใช้จ่ายภาษีจากการลงทุน,422120,422100,['13']
ค่าใช้จ่ายอื่น,ค่าใช้จ่ายอื่น,429800,429999,"['6,372']"
รวมค่าใช้จ่าย,รวมค่าใช้จ่าย,429999,409993,"['33,616']"
กำไรจากการลงทุนสุทธิ,กำไรจากการลงทุนสุทธิ,409993,409996,"['1,410,351']"
รายการกำไร(ขาดทุน)สุทธิจากการเปลี่ยนแปลงในมูลค่ายุติธรรมของเงินลงทุน,รายการกำไร(ขาดทุน)สุทธิจากการเปลี่ยนแปลงในมูลค่ายุติธรรมของเงินลงทุน,439702,439700,"['(1,229,978)']"
การเปลี่ยนแปลงสินทรัพย์สุทธิจากการดำเนินงาน,การเปลี่ยนแปลงสินทรัพย์สุทธิจากการดำเนินงาน,409996,,"['180,373']"
การเปลี่ยนแปลงสินทรัพย์สุทธิจากการดำเนินงาน,การเปลี่ยนแปลงสินทรัพย์สุทธิจากการดำเนินงาน,560090,569998,"['180,373']"
รายการกำไรสุทธิจากการเปลี่ยนแปลงในมูลค่ายุติธรรมของเงินลงทุน,รายการกำไรสุทธิจากการเปลี่ยนแปลงในมูลค่ายุติธรรมของเงินลงทุน,561400,569998,"['1,229,978']"
การซื้อเงินลงทุนในหลักทรัพย์,การซื้อเงินลงทุนในหลักทรัพย์,560041,560440,"['(1,733,047)']"
การขายเงินลงทุนในหลักทรัพย์,การขายเงินลงทุนในหลักทรัพย์,560031,560330,"['1,430,000']"
ลูกหนี้จากสัญญาซื้อและโอนสิทธิรายได้สุทธิ(เพิ่มขึ้น)ลดลง,ลูกหนี้จากสัญญาซื้อและโอนสิทธิรายได้สุทธิ(เพิ่มขึ้น)ลดลง,565800,569998,"['(85,186)']"
ลูกหนี้จากดอกเบี้ยค้างรับ(เพิ่มขึ้น)ลดลง,ลูกหนี้จากดอกเบี้ยค้างรับ(เพิ่มขึ้น)ลดลง,565800,569998,['(8)']
สินทรัพย์อื่นลดลง,สินทรัพย์อื่นลดลง,566600,569998,"['2,041']"
เจ้าหนี้อื่นและค่าใช้จ่ายค้างจ่ายลดลง,เจ้าหนี้อื่นและค่าใช้จ่ายค้างจ่ายลดลง,567600,569998,"['(13,761)']"
หนี้สินอื่นลดลง,หนี้สินอื่นลดลง,568300,569998,"['(10,486)']"
ส่วนลดมูลค่าเงินลงทุนในหลักทรัพย์ตัดจำหน่าย,ส่วนลดมูลค่าเงินลงทุนในหลักทรัพย์ตัดจำหน่าย,564720,564700,"['(1,556)']"
เงินสดสุทธิจากกิจกรรมดำเนินงาน,เงินสดสุทธิจากกิจกรรมดำเนินงาน,569999,509999,"['998,348']"
การจ่ายคืนมูลค่าหน่วยลงทุนจากการลดทุน,การจ่ายคืนมูลค่าหน่วยลงทุนจากการลดทุน,531000,539999,"['(920,292)']"
เงินสดสุทธิใช้ไปในกิจกรรมจัดหาเงิน,เงินสดสุทธิใช้ไปในกิจกรรมจัดหาเงิน,539999,509999,"['(920,292)']"
เงินสดและรายการเทียบเท่าเงินสดเพิ่มขึ้น(ลดลง)สุทธิ,เงินสดและรายการเทียบเท่าเงินสดเพิ่มขึ้น(ลดลง)สุทธิ,509999,599999,"['78,056']"
เงินสดและรายการเทียบเท่าเงินสดณวันต้นงวด,เงินสดและรายการเทียบเท่าเงินสดณวันต้นงวด,599998,599999,"['17,465']"
เงินสดและรายการเทียบเท่าเงินสดณวันปลายงวด,เงินสดและรายการเทียบเท่าเงินสดณวันปลายงวด,599999,,"['95,521']"
