account_name,taxonomy_account_name,account_code,values
เงินสดและรายการเทียบเท่าเงินสด,เงินสดและรายการเทียบเท่าเงินสด,110100,"['120,855,456', '120,855,456']"
ลูกหนี้การค้าและลูกหนี้อื่น-สุทธิ,ลูกหนี้การค้าและลูกหนี้อื่น-สุทธิ,112000,"['261,984,207', '261,984,207']"
สินค้าคงเหลือ-สุทธิ,สินค้าคงเหลือ-สุทธิ,112900,"['251,346,677', '251,346,677']"
สินทรัพย์หมุนเวียนอื่น,สินทรัพย์หมุนเวียนอื่น,119990,"['3,281,109', '3,281,109']"
รวมสินทรัพย์หมุนเวียน,รวมสินทรัพย์หมุนเวียน,119999,"['637,467,449', '637,467,449']"
เงินลงทุนในบริษัทร่วม,เงินลงทุนในบริษัทร่วม,122620,"['36,444,350', '36,444,350']"
ที่ดินอาคารและอุปกรณ์-สุทธิ,ที่ดินอาคารและอุปกรณ์-สุทธิ,123800,"['459,139,103', '459,139,103']"
สินทรัพย์สิทธิการใช้-สุทธิ,สินทรัพย์สิทธิการใช้-สุทธิ,123900,"['35,990,794', '35,990,794']"
สินทรัพย์ไม่มีตัวตน-สุทธิ,สินทรัพย์ไม่มีตัวตน-สุทธิ,124190,"['4,869,432', '4,869,432']"
สินทรัพย์ภาษีเงินได้รอตัดบัญชี-สุทธิ,สินทรัพย์ภาษีเงินได้รอตัดบัญชี-สุทธิ,124400,"['17,716,344', '17,716,344']"
สินทรัพย์ไม่หมุนเวียนอื่น,สินทรัพย์ไม่หมุนเวียนอื่น,129990,"['2,868,929', '2,868,929']"
รวมสินทรัพย์ไม่หมุนเวียน,รวมสินทรัพย์ไม่หมุนเวียน,129999,"['557,028,952', '557,028,952']"
รวมสินทรัพย์,รวมสินทรัพย์,109999,"['1,194,496,401', '1,194,496,401']"
เงินกู้ยืมระยะสั้นจากสถาบันการเงิน,เงินกู้ยืมระยะสั้นจากสถาบันการเงิน,210500,"['189,679,237', '189,679,237']"
เงินกู้ยืมระยะยาวจากสถาบันการเงินที่ถึงกำหนดชำระภายในหนึ่งปี,เงินกู้ยืมระยะยาวจากสถาบันการเงินที่ถึงกำหนดชำระภายในหนึ่งปี,211860,"['96,060,000', '96,060,000']"
เจ้าหนี้การค้าและเจ้าหนี้อื่น,เจ้าหนี้การค้าและเจ้าหนี้อื่น,211100,"['178,162,513', '178,162,513']"
หนี้สินตามสัญญาเช่าที่ถึงกำหนดชำระภายในหนึ่งปี,หนี้สินตามสัญญาเช่าที่ถึงกำหนดชำระภายในหนึ่งปี,212400,"['10,561,173', '10,561,173']"
ภาษีเงินได้ค้างจ่าย,ภาษีเงินได้ค้างจ่าย,213000,"['12,460,326', '12,460,326']"
หนี้สินหมุนเวียนอื่น,หนี้สินหมุนเวียนอื่น,219900,"['4,036,476', '4,036,476']"
รวมหนี้สินหมุนเวียน,รวมหนี้สินหมุนเวียน,219999,"['490,959,725', '490,959,725']"
เงินกู้ยืมระยะยาวจากสถาบันการเงิน,เงินกู้ยืมระยะยาวจากสถาบันการเงิน,221860,"['113,285,770', '113,285,770']"
หนี้สินตามสัญญาเช่า,หนี้สินตามสัญญาเช่า,222400,"['24,304,573', '24,304,573']"
ภาระผูกพันผลประโยชน์พนักงาน,ภาระผูกพันผลประโยชน์พนักงาน,222700,"['15,111,404', '15,111,404']"
หนี้สินไม่หมุนเวียนอื่น,หนี้สินไม่หมุนเวียนอื่น,229900,"['11,361,035', '11,361,035']"
รวมหนี้สินไม่หมุนเวียน,รวมหนี้สินไม่หมุนเวียน,229999,"['164,062,782', '164,062,782']"
รวมหนี้สิน,รวมหนี้สิน,209999,"['655,022,507', '655,022,507']"
ทุนจดทะเบียนหุ้นสามัญจำนวน{{number}}หุ้นมูลค่าที่ตราไว้หุ้นละ{{number}}บาท,ทุนจดทะเบียนหุ้นสามัญจำนวน{{number}}หุ้นมูลค่าที่ตราไว้หุ้นละ{{number}}บาท,310120,"['444,000,000', '444,000,000']"
หุ้นสามัญจำนวน{{number}}หุ้นจ่ายชำระแล้วหุ้นละ{{number}}บาท,หุ้นสามัญจำนวน{{number}}หุ้นจ่ายชำระแล้วหุ้นละ{{number}}บาท,310220,"['321,900,000', '321,900,000']"
จัดสรรแล้ว-ทุนสำรองตามกฎหมาย,จัดสรรแล้ว-ทุนสำรองตามกฎหมาย,310611,"['16,373,143', '16,373,143']"
ยังไม่ได้จัดสรร,ยังไม่ได้จัดสรร,310620,"['201,200,751', '201,200,751']"
รวมส่วนของเจ้าของ,รวมส่วนของเจ้าของ,309998,"['539,473,894', '539,473,894']"
รวมหนี้สินและส่วนของเจ้าของ,รวมหนี้สินและส่วนของเจ้าของ,309999,"['1,194,496,401', '1,194,496,401']"
รายได้จากการขาย,รายได้จากการขาย,410102,"['273,473,515', '273,473,515']"
ต้นทุนขาย,ต้นทุนขาย,420410,"['(183,000,573)', '(183,000,573)']"
รายได้อื่น,รายได้อื่น,410200,"['4,828,310', '4,828,310']"
ค่าใช้จ่ายในการขาย,ค่าใช้จ่ายในการขาย,422110,"['(33,095,551)', '(33,095,551)']"
ค่าใช้จ่ายในการบริหาร,ค่าใช้จ่ายในการบริหาร,422120,"['(14,105,486)', '(14,105,486)']"
กำไรอื่น(ขาดทุน)-สุทธิ,กำไร (ขาดทุน) อื่น - อื่น ๆ,439790,"['(319,794)', '(319,794)']"
ต้นทุนทางการเงิน,ต้นทุนทางการเงิน,429900,"['(3,217,980)', '(3,217,980)']"
ส่วนแบ่งขาดทุนจากเงินลงทุนในบริษัทร่วมตามวิธีส่วนได้เสีย,ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย,431100,"['(4,722,208)', '(4,722,208)']"
ภาษีเงินได้,ภาษีเงินได้,439800,"['(8,478,017)', '(8,478,017)']"
กำไรสำหรับงวด,กำไร (ขาดทุน) สุทธิ สำหรับงวด / กำไร (ขาดทุน) จากการดำเนินงานต่อเนื่อง,409991,"['31,362,216', '31,362,216']"
กำไรเบ็ดเสร็จรวมสำหรับงวด,กำไรเบ็ดเสร็จรวมสำหรับงวด,470100,"['31,362,216', '31,362,216']"
กำไรต่อหุ้นขั้นพื้นฐาน,กำไรต่อหุ้นขั้นพื้นฐาน,480100,"['0.05', '0.05']"
รายได้จากการขาย,รายได้จากการขาย,410102,"['519,495,847', '519,495,847']"
ต้นทุนขาย,ต้นทุนขาย,420410,"['(362,640,538)', '(362,640,538)']"
รายได้อื่น,รายได้อื่น,410200,"['7,389,117', '7,389,117']"
ค่าใช้จ่ายในการขาย,ค่าใช้จ่ายในการขาย,422110,"['(67,132,920)', '(67,132,920)']"
ค่าใช้จ่ายในการบริหาร,ค่าใช้จ่ายในการบริหาร,422120,"['(28,086,008)', '(28,086,008)']"
กำไรอื่น(ขาดทุน)-สุทธิ,กำไร (ขาดทุน) อื่น - อื่น ๆ,439790,"['89,817', '89,817']"
ต้นทุนทางการเงิน,ต้นทุนทางการเงิน,429900,"['(6,356,937)', '(6,356,937)']"
ส่วนแบ่งขาดทุนจากเงินลงทุนในบริษัทร่วมตามวิธีส่วนได้เสีย,ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย,431100,"['(9,558,219)', '(9,558,219)']"
ภาษีเงินได้,ภาษีเงินได้,439800,"['(11,146,241)', '(11,146,241)']"
กำไรสำหรับงวด,กำไร (ขาดทุน) สุทธิ สำหรับงวด / กำไร (ขาดทุน) จากการดำเนินงานต่อเนื่อง,409991,"['42,053,918', '42,053,918']"
