account_name,taxonomy_account_name,account_code,parent_account_code,values
เงินสดและรายการเทียบเท่าเงินสด,เงินสดและรายการเทียบเท่าเงินสด,110100,119999,"['4,285,645', '3,614,134']"
ลูกหนี้การค้า,ลูกหนี้การค้า,112040,112000,"['77,985,711', '74,250,631']"
ลูกหนี้อื่น,ลูกหนี้อื่น,113130,113100,"['731,752', '592,972']"
ส่วนของเงินให้กู้ยืมระยะยาวแก่บริษัทย่อยที่ถึงกำหนดชำระภายในหนึ่งปี,ส่วนของเงินให้กู้ยืมระยะยาวแก่บริษัทย่อยที่ถึงกำหนดชำระภายในหนึ่งปี,112420,112400,"['0.0', '29,257']"
เงินให้สินเชื่อจากการซื้อลูกหนี้ที่คาดว่าจะได้รับชำระภายในหนึ่งปี,เงินให้สินเชื่อจากการซื้อลูกหนี้ที่คาดว่าจะได้รับชำระภายในหนึ่งปี,112050,112000,"['2,047', '0.0']"
ส่วนของเงินให้กู้ยืมประเภทด้อยสิทธิที่ถึงกำหนดชำระภายในหนึ่งปี,ส่วนของเงินให้กู้ยืมประเภทด้อยสิทธิที่ถึงกำหนดชำระภายในหนึ่งปี,112420,112400,"['0.0', '34,215']"
จำนวนเงินส่วนร่วมในนิติบุคคลเฉพาะกิจเพื่อการแปลงสินทรัพย์เป็นหลักทรัพย์,จำนวนเงินส่วนร่วมในนิติบุคคลเฉพาะกิจเพื่อการแปลงสินทรัพย์เป็นหลักทรัพย์,113190,113100,"['0.0', '399,096']"
ส่วนของสินทรัพย์อนุพันธ์ที่ถึงกำหนดชำระภายในหนึ่งปี,ส่วนของสินทรัพย์อนุพันธ์ที่ถึงกำหนดชำระภายในหนึ่งปี,113000,119999,"['1,408,238', '1,408,238']"
สินทรัพย์สิทธิการใช้หมุนเวียน,สินทรัพย์สิทธิการใช้หมุนเวียน,119990,119900,"['48,966', '48,681']"
สินทรัพย์หมุนเวียนอื่น,สินทรัพย์หมุนเวียนอื่น,119990,119900,"['83,545', '47,593']"
รวมสินทรัพย์หมุนเวียน,รวมสินทรัพย์หมุนเวียน,119999,109999,"['84,545,904', '80,424,817']"
ลูกหนี้การค้า,ลูกหนี้การค้า,122040,122000,"['5,177,976', '2,315,044']"
ลูกหนี้อื่น,ลูกหนี้อื่น,123140,123100,"['12,351', '12,351']"
