account_name,taxonomy_account_name,account_code,parent_account_code,values
เงินลงทุนที่แสดงด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน(ราคาทุนณวันที่{{date_six}}:{{number}}ล้านบาทและณวันที่{{date_twelve}}:{{number}}ล้านบาท),เงินลงทุนที่แสดงด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน(ราคาทุนณวันที่{{date_six}}:{{number}}ล้านบาทและณวันที่{{date_twelve}}:{{number}}ล้านบาท),100400,109999,"['90,974,779']"
เงินลงทุนในอสังหาริมทรัพย์ตามมูลค่ายุติธรรม(ราคาทุน{{number}}บาท),เงินลงทุนในอสังหาริมทรัพย์ตามมูลค่ายุติธรรม(ราคาทุน{{number}}บาท),100500,109999,"['1,318,000,000']"
เงินฝากสถาบันการเงิน,เงินฝากสถาบันการเงิน,100100,109999,"['6,952,243']"
ลูกหนี้จากการให้เช่าและบริการ,ลูกหนี้จากการให้เช่าและบริการ,102080,102000,"['1,279,946']"
เงินฝากสถาบันการเงินที่ติดภาระค้ำประกัน,เงินฝากสถาบันการเงินที่ติดภาระค้ำประกัน,100300,109999,"['832,900']"
ค่าใช้จ่ายรอการตัดบัญชี,ค่าใช้จ่ายรอการตัดบัญชี,102100,109999,"['830,132']"
ค่าใช้จ่ายจ่ายล่วงหน้า,ค่าใช้จ่ายจ่ายล่วงหน้า,109910,109900,"['1,905,416']"
สินทรัพย์อื่น,สินทรัพย์อื่น,109990,109900,"['1,771,569']"
รวมสินทรัพย์,รวมสินทรัพย์,109999,299999,"['1,422,546,985']"
ค่าธรรมเนียมผู้จัดการกองทุน,ค่าธรรมเนียมผู้จัดการกองทุน,201140,201100,"['426,968']"
ค่าธรรมเนียมนายทะเบียน,ค่าธรรมเนียมนายทะเบียน,201140,201100,"['60,995']"
ค่าธรรมเนียมผู้บริหารอสังหาริมทรัพย์,ค่าธรรมเนียมผู้บริหารอสังหาริมทรัพย์,201140,201100,"['1,173,465']"
ค่าภาษีโรงเรือนค้างจ่าย,ค่าภาษีโรงเรือนค้างจ่าย,204010,204000,"['452,268']"
ค่าใช้จ่ายค้างจ่าย,ค่าใช้จ่ายค้างจ่าย,202500,209999,"['1,428,851']"
เงินมัดจำการให้เช่า-บริษัทที่เกี่ยวข้องกัน,เงินมัดจำการให้เช่า-บริษัทที่เกี่ยวข้องกัน,202210,202200,"['2,001,894']"
เงินมัดจำการให้เช่า-บริษัทอื่น,เงินมัดจำการให้เช่า-บริษัทอื่น,202210,202200,"['25,650,589']"
หนี้สินอื่น,หนี้สินอื่น,209900,209999,"['4,734,082']"
รวมหนี้สิน,รวมหนี้สิน,209999,299999,"['35,929,112']"
สินทรัพย์สุทธิ,,,,"['1,386,617,873']"
ทุนที่ได้รับจากผู้ถือหน่วยลงทุนหน่วยลงทุน{{number}}หน่วยมูลค่าหน่วยละ{{number}}บาท,ทุนที่ได้รับจากผู้ถือหน่วยลงทุน,310200,309998,"['1,000,000,000']"
กำไรสะสม,กำไร (ขาดทุน) สะสม,310600,309998,"['386,617,873']"
สินทรัพย์สุทธิต่อหน่วย(บาท),สินทรัพย์สุทธิต่อหน่วย(บาท),330101,,['13.8661']
จำนวนหน่วยลงทุนที่จำหน่ายแล้วทั้งหมดณวันสิ้นงวด/ปี(หน่วย),จำนวนหน่วยลงทุนที่จำหน่ายแล้วทั้งหมดณวันสิ้นงวด/ปี(หน่วย),330201,,"['100,000,000']"
รายได้ค่าเช่าและค่าบริการ,รายได้ค่าเช่าและค่าบริการ,410123,410120,"['28,048,226']"
รายได้ค่าสาธารณูปโภค,รายได้ค่าสาธารณูปโภค,410200,419999,"['50,285']"
รายได้ดอกเบี้ยรับ,รายได้ดอกเบี้ยรับ,410108,410120,"['104,287']"
